Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres actifs à long terme, total;166.0;50.0;60.0;62.0;183.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des actifs;11050.0;13850.0;17460.0;20450.0;23080.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Comptes à payer, total;373.0;450.0;659.0;685.0;683.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Charges à payer, total;28.3;40.0;15.0;16.0;16.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Emprunts à court terme;16.4;1.0;2.0;1.0;Nan;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Part à court terme de la dette à long terme;8.1;Nan;Nan;Nan;Nan;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Part à court terme des contrats de location;196.0;248.0;268.0;289.0;332.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Impôts sur le revenu à payer;218.0;347.0;496.0;586.0;773.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres passifs à court terme;1000.0;1490.0;1560.0;1610.0;1820.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total du passif circulant;1840.0;2580.0;3000.0;3180.0;3630.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette à long terme;18.4;24.0;35.0;50.0;61.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Contrats de location à long terme;1450.0;1530.0;1630.0;1720.0;1780.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Pensions et autres avantages postérieurs à l'emploi;275.0;220.0;181.0;151.0;173.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres passifs non courants;57.9;72.0;134.0;138.0;101.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total du passif;3660.0;4440.0;5000.0;5240.0;5750.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actions ordinaires, total;53.8;54.0;54.0;54.0;54.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Primes d'émissions d'actions;49.6;50.0;50.0;50.0;50.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Bénéfices non distribués sur l'exercice;1390.0;2440.0;3370.0;4310.0;4600.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actions détenues en propre;-464.0;-551.0;-674.0;-698.0;-670.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat global et autres;6360.0;7400.0;9640.0;11480.0;13290.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des fonds propres ordinaires;7380.0;9400.0;12440.0;15200.0;17330.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des capitaux propres;7390.0;9410.0;12460.0;15200.0;17330.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total du passif et des capitaux propres;11050.0;13850.0;17460.0;20450.0;23080.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;ECS Nombre total d'actions en circulation à la date de dépôt;105.0;105.0;105.0;105.0;105.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;ECS Total des actions ordinaires en circulation;105.0;105.0;105.0;105.0;105.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actif net par action;70.55;89.83;119.0;145.14;165.27;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actif corporel net;7120.0;9100.0;12230.0;14900.0;16860.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actif corporel net par action;68.03;86.96;116.96;142.31;160.84;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total de la dette;1690.0;1800.0;1930.0;2060.0;2170.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette nette;-3050.0;-4890.0;-7290.0;-8560.0;-9470.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette relative aux PBO non financés;303.0;260.0;197.0;167.0;189.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette relative aux contrats de location;2120.0;3060.0;3830.0;4520.0;4870.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Intérêts minoritaires, total (y compris la division financière);10.9;12.0;16.0;2.0;7.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Investissements selon la méthode de la mise en équivalence, total;48.8;51.0;54.0;200.0;238.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Code comptable - Valorisation des stocks;3.0;3.0;3.0;3.0;3.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Stocks - matières premières, total;750.0;803.0;960.0;1300.0;1320.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Stocks de produits finis, total;1350.0;1440.0;1610.0;1970.0;2690.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Terres possédées;172.0;199.0;191.0;348.0;689.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Bâtiments, total;1010.0;1130.0;1280.0;1320.0;1470.0;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Employés à temps plein;15.84;16.78;18.88;22.04;24.2;;;
Bilan;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Salariés à temps partiel;762.0;813.0;808.0;Nan;982.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net;1390.0;2440.0;3370.0;4310.0;4600.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépréciation et amortissement - CF;449.0;476.0;524.0;571.0;654.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépréciation du goodwill et des actifs intangibles;65.6;87.0;8.0;6.0;6.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Amortissements et dépréciations, Total;514.0;563.0;532.0;577.0;660.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Amortissement des charges différées, Total - (CF);Nan;Nan;75.0;89.0;101.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépréciation du coût d'acquisition d'actifs et dépenses de restructuration;54.3;65.0;123.0;106.0;83.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;(Revenus) pertes sur participations - (CF);-16.1;-34.0;-50.0;-105.0;-44.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres activités d'exploitation, total;61.7;-43.0;-3.0;42.0;-193.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation des créances;38.4;-30.0;-54.0;-122.0;4.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation des stocks;-158.0;-116.0;-324.0;-662.0;-313.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation des dettes fournisseurs;-23.7;71.0;203.0;42.0;-60.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation des autres actifs nets d'exploitation;-207.0;421.0;248.0;-52.0;130.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Flux de trésorerie d'exploitation;1640.0;3400.0;4180.0;4330.0;5140.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dépenses d'investissement du capital (CAPEX);-336.0;-403.0;-414.0;-578.0;-1070.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Vente d'immobilisations corporelles;200.0;3.0;1.0;Nan;1.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Acquisitions en espèces;-71.6;Nan;-1.0;-288.0;-229.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Vente (achat) d'immobilisations incorporelles;-108.0;-127.0;-104.0;-115.0;Nan;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Investissements en titres négociables et en actions, total;-26.1;-192.0;-160.0;-52.0;118.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres activités d'investissement, total;32.3;52.0;99.0;204.0;-18.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Flux de trésorerie d'investissement;-432.0;-669.0;-579.0;-995.0;-1200.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette à long terme émise, total;8.2;Nan;Nan;Nan;Nan;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total de la dette émise;8.2;Nan;Nan;Nan;Nan;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Remboursement de la dette à long terme, total;-207.0;-220.0;-261.0;-278.0;-306.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total de la dette remboursée;-207.0;-220.0;-261.0;-278.0;-306.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rachat d'actions ordinaires;-122.0;-158.0;-123.0;-130.0;-37.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dividendes ordinaires payés;-485.0;-486.0;-844.0;-1380.0;-1590.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dividendes ordinaires et de préférence payés;-485.0;-486.0;-844.0;-1380.0;-1590.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Autres activités de financement, total;-4.6;-5.0;-9.0;-10.0;-61.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Flux de trésorerie de financement;-810.0;-869.0;-1240.0;-1790.0;-3050.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Ajustements des taux de change;-54.6;110.0;159.0;-138.0;119.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation nette de la trésorerie;345.0;1980.0;2530.0;1400.0;1020.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Variation du fonds de roulement net;400.0;-476.0;46.0;621.0;47.0;;;
Flux de trésorerie;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette nette émise (remboursée);-198.0;-220.0;-261.0;-278.0;-306.0;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rentabilité des actifs (ROA);12.16;18.05;19.25;18.98;17.89;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rentabilité du capital total (ROTC);15.15;22.15;23.53;22.73;21.18;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rentabilité des capitaux propres (ROE);19.9;29.2;30.91;31.26;28.47;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rentabilité des capitaux propres ordinaires;19.86;29.14;30.83;31.19;28.3;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge brute %;68.49;71.28;70.79;72.29;70.26;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge après frais de vente, généraux et administratifs %;26.58;23.79;23.1;23.6;23.53;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge EBITA %;32.89;41.0;41.61;42.91;41.11;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge d'EBIT %;31.86;40.04;41.54;42.86;41.07;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge des activités poursuivies %;21.75;27.31;29.13;32.2;30.53;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge nette %;21.68;27.22;29.02;32.11;30.34;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Net Avail. Pour la marge commune %;21.68;27.22;29.02;32.11;30.34;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge nette normalisée %;19.16;24.49;25.79;28.08;26.84;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Marge des flux de trésorerie libre pour les actionnaires;16.31;31.82;26.65;22.83;24.29;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rotation des actifs;0.61;0.72;0.74;0.71;0.7;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rotation des actifs corporels;2.29;2.77;3.32;3.51;3.44;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Rotation des créances (moyenne des créances);22.51;30.81;32.41;32.99;33.38;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Current Ratio;3.62;3.43;3.94;4.4;4.26;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Quick Ratio;2.74;2.75;3.2;3.49;3.35;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Délai de recouvrement des créances (moyenne des créances);16.26;11.85;11.26;11.06;10.97;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Délais de paiement des fournisseurs;65.62;54.75;54.42;56.32;51.15;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette totale / Capital total;18.57;16.07;13.44;11.93;11.14;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette à long terme / Capitaux propres;19.83;16.5;13.36;11.64;10.63;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette à long terme / Capital total;16.15;13.85;11.56;10.25;9.44;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette totale / Total de l'actif;33.12;32.03;28.66;25.65;24.91;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBIT / Charges d'intérêt;70.93;112.38;107.11;102.77;105.61;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITDA / Charges d'intérêt;88.85;129.97;118.93;113.07;116.8;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;(EBITDA - Capex) / Charges d'intérêt;77.13;117.38;109.73;102.75;98.71;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette totale / EBITDA;0.66;0.43;0.36;0.33;0.32;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette nette / EBITDA;-1.19;-1.18;-1.36;-1.35;-1.37;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette totale / (EBITDA - Capex);0.76;0.48;0.39;0.36;0.37;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Dette nette / (EBITDA - Capex);-1.38;-1.3;-1.48;-1.49;-1.63;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat brut, Croissance 1 an;-8.04;46.3;28.29;18.19;9.81;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITDA, 1 an Croissance en %;-11.4;69.47;32.83;18.84;8.5;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBITA, 1 an Croissance en %;-12.94;75.3;33.96;19.32;8.26;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;EBIT, 1 an Croissance %;-14.01;76.71;34.04;19.4;8.27;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Bénéfices des activités poursuivies, Croissance 1 an;-9.49;76.6;37.79;27.9;7.12;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net, Croissance 1 an;-9.34;76.53;37.71;28.04;6.77;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Résultat net normalisé sur 1 an;-14.95;79.73;35.99;26.02;7.98;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;BPA dilué avant extra, 1 an de croissance;-9.21;76.38;37.73;28.14;6.69;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Créances clients, Croissance sur 1 an;-21.45;33.2;15.02;12.53;10.9;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Immobilisations corporelles nettes, 1 an Croissance;23.88;9.9;5.62;13.01;17.3;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Total des actifs, 1 an Croissance en %;11.83;25.3;26.08;17.11;12.9;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Actif corporel net, Croissance 1 an;11.76;27.86;34.36;21.89;13.14;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;Capitaux Propres ordinaires, Croissance 1 an;12.36;27.37;32.34;22.19;13.99;;;
Ratios;HERMÈS INTERNATIONAL;Sacs à main et bagages;Décembre;EUR en Millions;Europe;France;CAPEX, Croissance 1 an;-11.67;20.3;2.73;39.61;84.6;;;
